C:\Users\david\Desktop\sel_driving\data\IMG\center_2017_01_26_01_16_51_770.jpg, C:\Users\david\Desktop\sel_driving\data\IMG\left_2017_01_26_01_16_51_770.jpg, C:\Users\david\Desktop\sel_driving\data\IMG\right_2017_01_26_01_16_51_770.jpg, 0, 0, 0, 11.43662
C:\Users\david\Desktop\sel_driving\data\IMG\center_2017_01_26_01_16_51_871.jpg, C:\Users\david\Desktop\sel_driving\data\IMG\left_2017_01_26_01_16_51_871.jpg, C:\Users\david\Desktop\sel_driving\data\IMG\right_2017_01_26_01_16_51_871.jpg, 0, 0, 0, 11.3194
C:\Users\david\Desktop\sel_driving\data\IMG\center_2017_01_26_01_16_51_971.jpg, C:\Users\david\Desktop\sel_driving\data\IMG\left_2017_01_26_01_16_51_971.jpg, C:\Users\david\Desktop\sel_driving\data\IMG\right_2017_01_26_01_16_51_971.jpg, 0, 0.790179, 0, 11.73995
C:\Users\david\Desktop\sel_driving\data\IMG\center_2017_01_26_01_16_52_074.jpg, C:\Users\david\Desktop\sel_driving\data\IMG\left_2017_01_26_01_16_52_074.jpg, C:\Users\david\Desktop\sel_driving\data\IMG\right_2017_01_26_01_16_52_074.jpg, -0.09244613, 1, 0, 12.38175
C:\Users\david\Desktop\sel_driving\data\IMG\center_2017_01_26_01_16_52_175.jpg, C:\Users\david\Desktop\sel_driving\data\IMG\left_2017_01_26_01_16_52_175.jpg, C:\Users\david\Desktop\sel_driving\data\IMG\right_2017_01_26_01_16_52_175.jpg, -0.1022421, 1, 0, 13.62738
C:\Users\david\Desktop\sel_driving\data\IMG\center_2017_01_26_01_16_52_277.jpg, C:\Users\david\Desktop\sel_driving\data\IMG\left_2017_01_26_01_16_52_277.jpg, C:\Users\david\Desktop\sel_driving\data\IMG\right_2017_01_26_01_16_52_277.jpg, -0.104578, 1, 0, 14.59749
C:\Users\david\Desktop\sel_driving\data\IMG\center_2017_01_26_01_16_52_382.jpg, C:\Users\david\Desktop\sel_driving\data\IMG\left_2017_01_26_01_16_52_382.jpg, C:\Users\david\Desktop\sel_driving\data\IMG\right_2017_01_26_01_16_52_382.jpg, -0.104578, 0.9856829, 0, 15.77412
C:\Users\david\Desktop\sel_driving\data\IMG\center_2017_01_26_01_16_52_489.jpg, C:\Users\david\Desktop\sel_driving\data\IMG\left_2017_01_26_01_16_52_489.jpg, C:\Users\david\Desktop\sel_driving\data\IMG\right_2017_01_26_01_16_52_489.jpg, 0, 0.8634601, 0, 16.89608
C:\Users\david\Desktop\sel_driving\data\IMG\center_2017_01_26_01_16_52_592.jpg, C:\Users\david\Desktop\sel_driving\data\IMG\left_2017_01_26_01_16_52_592.jpg, C:\Users\david\Desktop\sel_driving\data\IMG\right_2017_01_26_01_16_52_592.jpg, 0, 0.8475605, 0, 17.73294
C:\Users\david\Desktop\sel_driving\data\IMG\center_2017_01_26_01_16_52_699.jpg, C:\Users\david\Desktop\sel_driving\data\IMG\left_2017_01_26_01_16_52_699.jpg, C:\Users\david\Desktop\sel_driving\data\IMG\right_2017_01_26_01_16_52_699.jpg, 0, 0.7972999, 0, 18.59504
